aerodromo,ocorrencia_cidade,qtde_ocorr,qtde_saida_pista,perc_ocorr
***,CARAZINHO,1,132.0,1.34
***,FARTURA,1,132.0,1.34
***,FORMOSA DO RIO PRETO,1,132.0,1.34
***,FLORESTÓPOLIS,1,132.0,1.34
***,FLORESTA,1,132.0,1.34
***,FIGUEIRÓPOLIS,1,132.0,1.34
***,FIGUEIRÃO,1,132.0,1.34
***,FERROS,1,132.0,1.34
***,FERNANDÓPOLIS,1,132.0,1.34
***,FELIXLÂNDIA,1,132.0,1.34
***,FAROL,1,132.0,1.34
***,FORTALEZA DOS VALOS,1,132.0,1.34
***,FAMA,1,132.0,1.34
***,EXU,1,132.0,1.34
***,EXTREMOZ,1,132.0,1.34
***,EUNÁPOLIS,1,132.0,1.34
***,ESTÂNCIA,1,132.0,1.34
***,ESTEIO,1,132.0,1.34
***,ESPÍRITO SANTO DO TURVO,1,132.0,1.34
***,ESPÍRITO SANTO DO DOURADO,1,132.0,1.34
***,FORQUILHINHA,1,132.0,1.34
***,FRANCISCO MORATO,1,132.0,1.34
***,GUARANI D'OESTE,1,132.0,1.34
***,GOIOERÊ,1,132.0,1.34
***,GUARAMIRIM,1,132.0,1.34
***,GUARACI,1,132.0,1.34
***,GUARABIRA,1,132.0,1.34
***,GUAPÉ,1,132.0,1.34
***,GUAPIRAMA,1,132.0,1.34
***,GUABIRUBA,1,132.0,1.34
***,GRAVATÁ,1,132.0,1.34
***,GOIÁS,1,132.0,1.34
***,GOIANÁ,1,132.0,1.34
***,FRANCO DA ROCHA,1,132.0,1.34
***,GOIANIRA,1,132.0,1.34
***,GLÓRIA D'OESTE,1,132.0,1.34
***,GLORINHA,1,132.0,1.34
***,GENERAL CARNEIRO,1,132.0,1.34
***,GAÚCHA DO NORTE,1,132.0,1.34
***,GAMELEIRA,1,132.0,1.34
***,FRUTAL,1,132.0,1.34
***,FRONTEIRA,1,132.0,1.34
***,ESPINOSA,1,132.0,1.34
***,ESPIGÃO D'OESTE,1,132.0,1.34
***,ESMERALDAS,1,132.0,1.34
***,COROATÁ,1,132.0,1.34
***,CRIXÁS,1,132.0,1.34
***,CRISTALÂNDIA,1,132.0,1.34
***,CRISTALINA,1,132.0,1.34
***,COTRIGUAÇU,1,132.0,1.34
***,COTIA,1,132.0,1.34
***,COSTA RICA,1,132.0,1.34
***,CORURIPE,1,132.0,1.34
***,CORUMBAÍBA,1,132.0,1.34
***,CORNÉLIO PROCÓPIO,1,132.0,1.34
***,ENGENHEIRO COELHO,1,132.0,1.34
***,CORINTO,1,132.0,1.34
***,CORIBE,1,132.0,1.34
***,CONQUISTA,1,132.0,1.34
***,CONFRESA,1,132.0,1.34
***,CONCEIÇÃO DO COITÉ,1,132.0,1.34
***,CONCEIÇÃO DA FEIRA,1,132.0,1.34
***,COLOMBO,1,132.0,1.34
***,COLINAS DO TOCANTINS,1,132.0,1.34
***,CRUZ MACHADO,1,132.0,1.34
***,CUNHA,1,132.0,1.34
***,CURIONÓPOLIS,1,132.0,1.34
***,CURITIBANOS,1,132.0,1.34
***,ENGENHEIRO CALDAS,1,132.0,1.34
***,ELISEU MARTINS,1,132.0,1.34
***,ELIAS FAUSTO,1,132.0,1.34
***,DRACENA,1,132.0,1.34
***,DOVERLÂNDIA,1,132.0,1.34
***,DOUTOR ULYSSES,1,132.0,1.34
***,DOMINGOS MARTINS,1,132.0,1.34
***,DOM AQUINO,1,132.0,1.34
***,DOBRADA,1,132.0,1.34
***,DIVINÓPOLIS,1,132.0,1.34
***,DIANÓPOLIS,1,132.0,1.34
***,DIADEMA,1,132.0,1.34
***,DELTA,1,132.0,1.34
***,DELFINÓPOLIS,1,132.0,1.34
***,CÂNDIDO RODRIGUES,1,132.0,1.34
***,CÂNDIDO MOTA,1,132.0,1.34
***,CURRAIS NOVOS,1,132.0,1.34
***,GUARANI,1,132.0,1.34
***,GUARANÉSIA,1,132.0,1.34
***,ACARÁ,1,132.0,1.34
***,ITAQUAQUECETUBA,1,132.0,1.34
***,JABORANDI,1,132.0,1.34
***,ITURAMA,1,132.0,1.34
***,ITUPIRANGA,1,132.0,1.34
***,ITUIUTABA,1,132.0,1.34
***,ITINGA DO MARANHÃO,1,132.0,1.34
***,ITAUÇU,1,132.0,1.34
***,ITAUEIRA,1,132.0,1.34
***,ITARUMÃ,1,132.0,1.34
***,ITAPURANGA,1,132.0,1.34
***,JACAREÍ,1,132.0,1.34
***,ITAPIRATINS,1,132.0,1.34
***,ITAPIRAPUÃ,1,132.0,1.34
***,ITAPIRANGA,1,132.0,1.34
***,ITAPEVI,1,132.0,1.34
***,ITAPEVA,1,132.0,1.34
***,ITAPETININGA,1,132.0,1.34
***,ITAPETINGA,1,132.0,1.34
***,ITAPERUNA,1,132.0,1.34
***,JACAREZINHO,1,132.0,1.34
***,JACUPIRANGA,1,132.0,1.34
***,GUARAQUEÇABA,1,132.0,1.34
***,JARDIM,1,132.0,1.34
***,JORDÃO,1,132.0,1.34
***,JOAÇABA,1,132.0,1.34
***,JOANÓPOLIS,1,132.0,1.34
***,JEQUITAÍ,1,132.0,1.34
***,JAURU,1,132.0,1.34
***,JATEÍ,1,132.0,1.34
***,JATAIZINHO,1,132.0,1.34
***,JARINU,1,132.0,1.34
***,JARAGUÁ DO SUL,1,132.0,1.34
***,JAGUAPITÃ,1,132.0,1.34
***,JARAGUARI,1,132.0,1.34
***,JAPERI,1,132.0,1.34
***,JANDAIA,1,132.0,1.34
***,JAGUARÉ,1,132.0,1.34
***,JAGUARÃO,1,132.0,1.34
***,JAGUARIÚNA,1,132.0,1.34
***,JAGUARIPE,1,132.0,1.34
***,JAGUARAÇU,1,132.0,1.34
***,ITAPECURU MIRIM,1,132.0,1.34
***,ITAPACI,1,132.0,1.34
***,ITAJU DO COLÔNIA,1,132.0,1.34
***,IBATEGUARA,1,132.0,1.34
***,ICÉM,1,132.0,1.34
***,IBIÚNA,1,132.0,1.34
***,IBIÁ,1,132.0,1.34
***,IBITINGA,1,132.0,1.34
***,IBIRÁ,1,132.0,1.34
***,IBIRUBÁ,1,132.0,1.34
***,IBIRAMA,1,132.0,1.34
***,IBATÉ,1,132.0,1.34
***,IARAS,1,132.0,1.34
***,ITAGUAÍ,1,132.0,1.34
***,HUMBERTO DE CAMPOS,1,132.0,1.34
***,HUMAITÁ,1,132.0,1.34
***,HERCULÂNDIA,1,132.0,1.34
***,GURINHATÃ,1,132.0,1.34
***,GUARÁ,1,132.0,1.34
***,GUARIBA,1,132.0,1.34
***,GUARDA-MOR,1,132.0,1.34
***,GUARATUBA,1,132.0,1.34
***,IGARAPAVA,1,132.0,1.34
***,IGARAPÉ-MIRI,1,132.0,1.34
***,IGARASSU,1,132.0,1.34
***,IGARATÁ,1,132.0,1.34
***,ITAGUARA,1,132.0,1.34
***,ITACARÉ,1,132.0,1.34
***,ITABERÁ,1,132.0,1.34
***,ITABERAÍ,1,132.0,1.34
***,ITABELA,1,132.0,1.34
***,ITABAIANA,1,132.0,1.34
***,IRAUÇUBA,1,132.0,1.34
***,IPUMIRIM,1,132.0,1.34
***,IPIGUÁ,1,132.0,1.34
***,IPAMERI,1,132.0,1.34
***,IMBUIA,1,132.0,1.34
***,IMBITUBA,1,132.0,1.34
***,ILICÍNEA,1,132.0,1.34
***,ILHOTA,1,132.0,1.34
***,IGUATEMI,1,132.0,1.34
***,IGUARAÇU,1,132.0,1.34
***,IGUABA GRANDE,1,132.0,1.34
***,COLINA,1,132.0,1.34
***,COLATINA,1,132.0,1.34
***,CODAJÁS,1,132.0,1.34
***,AVANHANDAVA,1,132.0,1.34
***,BARRA BONITA,1,132.0,1.34
***,BARCARENA,1,132.0,1.34
***,BANNACH,1,132.0,1.34
***,BANDEIRANTES,1,132.0,1.34
***,BANANEIRAS,1,132.0,1.34
***,BAIXA GRANDE DO RIBEIRO,1,132.0,1.34
***,BAEPENDI,1,132.0,1.34
***,BACABAL,1,132.0,1.34
***,AUTAZES,1,132.0,1.34
***,BARRA DO BUGRES,1,132.0,1.34
***,AURIFLAMA,1,132.0,1.34
***,ASSUNÇÃO DO PIAUÍ,1,132.0,1.34
***,ASSIS CHATEAUBRIAND,1,132.0,1.34
***,ASSIS BRASIL,1,132.0,1.34
***,ASSIS,1,132.0,1.34
***,ARÊS,1,132.0,1.34
***,ARUJÁ,1,132.0,1.34
***,ARTUR NOGUEIRA,1,132.0,1.34
***,BARRA DE SÃO FRANCISCO,1,132.0,1.34
***,BARRA DO PIRAÍ,1,132.0,1.34
***,CLÁUDIA,1,132.0,1.34
***,BEBEDOURO,1,132.0,1.34
***,BOA ESPERANÇA,1,132.0,1.34
***,BLUMENAU,1,132.0,1.34
***,BIRIGUI,1,132.0,1.34
***,BENTO GONÇALVES,1,132.0,1.34
***,BELTERRA,1,132.0,1.34
***,BELMONTE,1,132.0,1.34
***,BELA VISTA DO PARAÍSO,1,132.0,1.34
***,BEBERIBE,1,132.0,1.34
***,BAYEUX,1,132.0,1.34
***,BARRA DO RIBEIRO,1,132.0,1.34
***,BATAYPORÃ,1,132.0,1.34
***,BATATAIS,1,132.0,1.34
***,BARÃO DE COCAIS,1,132.0,1.34
***,BARÃO,1,132.0,1.34
***,BARRO DURO,1,132.0,1.34
***,BARRO ALTO,1,132.0,1.34
***,BARREIROS,1,132.0,1.34
***,BARREIRINHAS,1,132.0,1.34
***,ARRAIAL DO CABO,1,132.0,1.34
***,ARENÁPOLIS,1,132.0,1.34
***,ARCOVERDE,1,132.0,1.34
***,ALCÂNTARA,1,132.0,1.34
***,ALTO PARAGUAI,1,132.0,1.34
***,ALTO HORIZONTE,1,132.0,1.34
***,ALTO ARAGUAIA,1,132.0,1.34
***,ALTO ALEGRE DO PINDARÉ,1,132.0,1.34
***,ALPESTRE,1,132.0,1.34
***,ALMIRANTE TAMANDARÉ,1,132.0,1.34
***,ALIANÇA DO TOCANTINS,1,132.0,1.34
***,ALFREDO CHAVES,1,132.0,1.34
***,ALAGOINHAS,1,132.0,1.34
***,ARAÇU,1,132.0,1.34
***,AIMORÉS,1,132.0,1.34
***,AGUDOS,1,132.0,1.34
***,AGUDO,1,132.0,1.34
***,AGUAÍ,1,132.0,1.34
***,AFONSO CLÁUDIO,1,132.0,1.34
***,ADOLFO,1,132.0,1.34
***,ADAMANTINA,1,132.0,1.34
***,ACREÚNA,1,132.0,1.34
***,ALTO PARANÁ,1,132.0,1.34
***,ALTO PARNAÍBA,1,132.0,1.34
***,ALTO SANTO,1,132.0,1.34
***,ALTO TAQUARI,1,132.0,1.34
***,ARARUAMA,1,132.0,1.34
***,ARAPOTI,1,132.0,1.34
***,ARANDU,1,132.0,1.34
***,ARAMBARÉ,1,132.0,1.34
***,ARAL MOREIRA,1,132.0,1.34
***,ARAGUARI,1,132.0,1.34
***,ARACATU,1,132.0,1.34
***,AQUIDAUANA,1,132.0,1.34
***,APUCARANA,1,132.0,1.34
***,ANTONINA,1,132.0,1.34
***,ANGÉLICA,1,132.0,1.34
***,ANDRADINA,1,132.0,1.34
***,ANDARAÍ,1,132.0,1.34
***,ANAPU,1,132.0,1.34
***,ANAMÃ,1,132.0,1.34
***,AMAPÁ,1,132.0,1.34
***,ALTÔNIA,1,132.0,1.34
***,BOA ESPERANÇA DO SUL,1,132.0,1.34
***,BOA VIAGEM,1,132.0,1.34
***,BOA VISTA DA APARECIDA,1,132.0,1.34
***,CANTO DO BURITI,1,132.0,1.34
***,CARLOS CHAGAS,1,132.0,1.34
***,CARIDADE,1,132.0,1.34
***,CARIACICA,1,132.0,1.34
***,CARAPICUÍBA,1,132.0,1.34
***,CARACOL,1,132.0,1.34
***,CAPIVARI,1,132.0,1.34
***,CANÁPOLIS,1,132.0,1.34
***,CANTÁ,1,132.0,1.34
***,CANELA,1,132.0,1.34
***,CAMPINORTE,1,132.0,1.34
***,CANDÓI,1,132.0,1.34
***,CANDEIAS DO JAMARI,1,132.0,1.34
***,CANABRAVA DO NORTE,1,132.0,1.34
***,CAMPOS LINDOS,1,132.0,1.34
***,CAMPOS DO JORDÃO,1,132.0,1.34
***,CAMPO LIMPO DE GOIÁS,1,132.0,1.34
***,CAMPO DO TENENTE,1,132.0,1.34
***,CAMPO ALEGRE,1,132.0,1.34
***,CARMO DO CAJURU,1,132.0,1.34
***,CAROEBE,1,132.0,1.34
***,CASA BRANCA,1,132.0,1.34
***,CASA NOVA,1,132.0,1.34
***,CIDADE GAÚCHA,1,132.0,1.34
***,CIANORTE,1,132.0,1.34
***,CHORÓ,1,132.0,1.34
***,CHAVES,1,132.0,1.34
***,CHAPADÃO DO LAGEADO,1,132.0,1.34
***,CHAPADÃO DO CÉU,1,132.0,1.34
***,CHAPADA,1,132.0,1.34
***,CAÇAPAVA DO SUL,1,132.0,1.34
***,CAÇAPAVA,1,132.0,1.34
***,CAÇADOR,1,132.0,1.34
***,CAXIAS DO SUL,1,132.0,1.34
***,CAXAMBU,1,132.0,1.34
***,CATUTI,1,132.0,1.34
***,CATAS ALTAS,1,132.0,1.34
***,CATANDUVAS,1,132.0,1.34
***,CASTELO,1,132.0,1.34
***,CASIMIRO DE ABREU,1,132.0,1.34
***,CAMPINÁPOLIS,1,132.0,1.34
***,CAMPINAS DO SUL,1,132.0,1.34
***,BOA VISTA DO RAMOS,1,132.0,1.34
***,BONFIM,1,132.0,1.34
***,BUENO BRANDÃO,1,132.0,1.34
***,BREVES,1,132.0,1.34
***,BREU BRANCO,1,132.0,1.34
***,BREJINHO DE NAZARÉ,1,132.0,1.34
***,BRASILÂNDIA,1,132.0,1.34
***,BRAGANÇA,1,132.0,1.34
***,BORBA,1,132.0,1.34
***,BONITO,1,132.0,1.34
***,BOM SUCESSO,1,132.0,1.34
***,CAMPINA VERDE,1,132.0,1.34
***,BOM RETIRO,1,132.0,1.34
***,BOM JESUS DOS PERDÕES,1,132.0,1.34
***,BOM JESUS DO AMPARO,1,132.0,1.34
***,BOM DESPACHO,1,132.0,1.34
***,BOCAIÚVA,1,132.0,1.34
***,BOCAINA,1,132.0,1.34
***,BOCA DA MATA,1,132.0,1.34
***,BOA VISTA DO TUPIM,1,132.0,1.34
***,BURITI ALEGRE,1,132.0,1.34
***,CAAPIRANGA,1,132.0,1.34
***,CABECEIRA GRANDE,1,132.0,1.34
***,CABROBÓ,1,132.0,1.34
***,CAMPINA GRANDE,1,132.0,1.34
***,CAMOCIM,1,132.0,1.34
***,CAMBARÁ,1,132.0,1.34
***,CAMAÇARI,1,132.0,1.34
***,CAMARAGIBE,1,132.0,1.34
***,CAMANDUCAIA,1,132.0,1.34
***,CAJOBI,1,132.0,1.34
***,CAIRU,1,132.0,1.34
***,CAIEIRAS,1,132.0,1.34
***,CAIABU,1,132.0,1.34
***,CAFEZAL DO SUL,1,132.0,1.34
***,CAFELÂNDIA,1,132.0,1.34
***,CACONDE,1,132.0,1.34
***,CACOAL,1,132.0,1.34
***,CACHOEIRA DOURADA,1,132.0,1.34
***,CACHOEIRA DO ARARI,1,132.0,1.34
***,CACHOEIRA ALTA,1,132.0,1.34
***,JOSÉ BONIFÁCIO,1,132.0,1.34
***,JOÃO MONLEVADE,1,132.0,1.34
***,JOÃO PESSOA,1,132.0,1.34
***,SANTO ANTÔNIO DO LESTE,1,132.0,1.34
***,SERRA DOURADA,1,132.0,1.34
***,SERRA AZUL,1,132.0,1.34
***,SENTO SÉ,1,132.0,1.34
***,SENADOR JOSÉ PORFÍRIO,1,132.0,1.34
***,SENADOR GUIOMARD,1,132.0,1.34
***,SENADOR CANEDO,1,132.0,1.34
***,SELVÍRIA,1,132.0,1.34
***,SAPUCAIA,1,132.0,1.34
***,SANTO ANTÔNIO DO ARACANGUÁ,1,132.0,1.34
***,SERRANO DO MARANHÃO,1,132.0,1.34
***,SANTO ANTÔNIO DO AMPARO,1,132.0,1.34
***,SANTO ANTÔNIO DE GOIÁS,1,132.0,1.34
***,SANTO ANDRÉ,1,132.0,1.34
***,SANTO AMARO DA IMPERATRIZ,1,132.0,1.34
***,SANTIAGO,1,132.0,1.34
***,SANTANA DO RIACHO,1,132.0,1.34
***,SANTANA DO PARAÍSO,1,132.0,1.34
***,SANTA TEREZINHA DE ITAIPU,1,132.0,1.34
***,SERRA NEGRA,1,132.0,1.34
***,SERRANÓPOLIS,1,132.0,1.34
***,RESERVA,1,132.0,1.34
***,SÃO BENTO DO SUL,1,132.0,1.34
***,SÃO JOSÉ DO RIO CLARO,1,132.0,1.34
***,SÃO JOSÉ,1,132.0,1.34
***,SÃO GERALDO DO ARAGUAIA,1,132.0,1.34
***,SÃO GABRIEL DA PALHA,1,132.0,1.34
***,SÃO FRANCISCO DO PARÁ,1,132.0,1.34
***,SÃO FRANCISCO DE SALES,1,132.0,1.34
***,SÃO FRANCISCO DE ASSIS,1,132.0,1.34
***,SÃO CAETANO DO SUL,1,132.0,1.34
***,SÃO BENEDITO,1,132.0,1.34
***,SERTÃOZINHO,1,132.0,1.34
***,SONORA,1,132.0,1.34
***,SOBRAL,1,132.0,1.34
***,SIRINHAÉM,1,132.0,1.34
***,SIQUEIRA CAMPOS,1,132.0,1.34
***,SIMPLÍCIO MENDES,1,132.0,1.34
***,SILVÂNIA,1,132.0,1.34
***,SETUBINHA,1,132.0,1.34
***,SETE BARRAS,1,132.0,1.34
***,SANTA TEREZINHA,1,132.0,1.34
***,SANTA TERESINHA,1,132.0,1.34
***,SANTA ROSA DO PURUS,1,132.0,1.34
***,RIO PARDO,1,132.0,1.34
***,SABARÁ,1,132.0,1.34
***,RUY BARBOSA,1,132.0,1.34
***,RURÓPOLIS,1,132.0,1.34
***,ROSÁRIO OESTE,1,132.0,1.34
***,ROSANA,1,132.0,1.34
***,RORAINÓPOLIS,1,132.0,1.34
***,ROMARIA,1,132.0,1.34
***,ROCHEDO,1,132.0,1.34
***,RIO LARGO,1,132.0,1.34
***,SANTA RITA DO TRIVELATO,1,132.0,1.34
***,RIO DO OESTE,1,132.0,1.34
***,RIO DAS OSTRAS,1,132.0,1.34
***,RIBEIRÃO DAS NEVES,1,132.0,1.34
***,RIBEIRÃO CASCALHEIRA,1,132.0,1.34
***,RIBEIRO GONÇALVES,1,132.0,1.34
***,RIACHÃO,1,132.0,1.34
***,RIACHO DAS ALMAS,1,132.0,1.34
***,RESPLENDOR,1,132.0,1.34
***,SABÁUDIA,1,132.0,1.34
***,SACRAMENTO,1,132.0,1.34
***,SALES,1,132.0,1.34
***,SALES OLIVEIRA,1,132.0,1.34
***,SANTA RITA DO NOVO DESTINO,1,132.0,1.34
***,SANTA RITA DE CÁSSIA,1,132.0,1.34
***,SANTA MARIANA,1,132.0,1.34
***,SANTA MARIA MADALENA,1,132.0,1.34
***,SANTA JULIANA,1,132.0,1.34
***,SANTA ISABEL DO RIO NEGRO,1,132.0,1.34
***,SANTA ISABEL DO IVAÍ,1,132.0,1.34
***,SANTA INÊS,1,132.0,1.34
***,SANTA FÉ DO SUL,1,132.0,1.34
***,SANTA CRUZ DO RIO PARDO,1,132.0,1.34
***,SANTA CRUZ DO ARARI,1,132.0,1.34
***,SANTA CRUZ DAS PALMEIRAS,1,132.0,1.34
***,SANTA CRUZ CABRÁLIA,1,132.0,1.34
***,SANTA CLARA D'OESTE,1,132.0,1.34
***,SANTA BÁRBARA D'OESTE,1,132.0,1.34
***,SANTA BÁRBARA,1,132.0,1.34
***,SANT'ANA DO LIVRAMENTO,1,132.0,1.34
***,SÃO JOSÉ DO RIO PARDO,1,132.0,1.34
***,SÃO JOSÉ DOS AUSENTES,1,132.0,1.34
***,SÃO JOSÉ DOS QUATRO MARCOS,1,132.0,1.34
***,UBÁ,1,132.0,1.34
***,VALE VERDE,1,132.0,1.34
***,URUARÁ,1,132.0,1.34
***,URANDI,1,132.0,1.34
***,UNIÃO DE MINAS,1,132.0,1.34
***,UNIÃO DA VITÓRIA,1,132.0,1.34
***,UNIÃO,1,132.0,1.34
***,ULIANÓPOLIS,1,132.0,1.34
***,UCHOA,1,132.0,1.34
***,UAUÁ,1,132.0,1.34
***,TOROPI,1,132.0,1.34
***,TURMALINA,1,132.0,1.34
***,TUPI PAULISTA,1,132.0,1.34
***,TUMIRITINGA,1,132.0,1.34
***,TUCURUÍ,1,132.0,1.34
***,TRÊS RANCHOS,1,132.0,1.34
***,TRÊS PONTAS,1,132.0,1.34
***,TRÊS FORQUILHAS,1,132.0,1.34
***,TRIUNFO,1,132.0,1.34
***,VALENÇA DO PIAUÍ,1,132.0,1.34
***,VARGEM ALTA,1,132.0,1.34
***,VARGEM BONITA,1,132.0,1.34
***,VARJÃO DE MINAS,1,132.0,1.34
***,ÂNGULO,1,132.0,1.34
***,ÁGUA LIMPA,1,132.0,1.34
***,XINGUARA,1,132.0,1.34
***,VOLTA REDONDA,1,132.0,1.34
***,VITÓRIA BRASIL,1,132.0,1.34
***,VISCONDE DO RIO BRANCO,1,132.0,1.34
***,VIRADOURO,1,132.0,1.34
***,VINHEDO,1,132.0,1.34
***,VILA NOVA DOS MARTÍRIOS,1,132.0,1.34
***,VICENTINA,1,132.0,1.34
***,VIANA,1,132.0,1.34
***,VERÍSSIMO,1,132.0,1.34
***,VERANÓPOLIS,1,132.0,1.34
***,VERA CRUZ,1,132.0,1.34
***,VERA,1,132.0,1.34
***,VENÂNCIO AIRES,1,132.0,1.34
***,VENDA NOVA DO IMIGRANTE,1,132.0,1.34
***,TRAJANO DE MORAES,1,132.0,1.34
***,TORIXORÉU,1,132.0,1.34
***,SÃO JOÃO DA BOA VISTA,1,132.0,1.34
***,SÃO PEDRO DO IVAÍ,1,132.0,1.34
***,TAIPU,1,132.0,1.34
***,TABOÃO DA SERRA,1,132.0,1.34
***,TABAPORÃ,1,132.0,1.34
***,SÍTIO NOVO,1,132.0,1.34
***,SÃO VICENTE FERRER,1,132.0,1.34
***,SÃO VICENTE DO SUL,1,132.0,1.34
***,SÃO SEBASTIÃO DO OESTE,1,132.0,1.34
***,SÃO ROQUE,1,132.0,1.34
***,SÃO PEDRO DA ÁGUA BRANCA,1,132.0,1.34
***,TOMBOS,1,132.0,1.34
***,SÃO PAULO DE OLIVENÇA,1,132.0,1.34
***,SÃO MIGUEL DO TAPUIO,1,132.0,1.34
***,SÃO MATEUS,1,132.0,1.34
***,SÃO MANUEL,1,132.0,1.34
***,SÃO MANOEL DO PARANÁ,1,132.0,1.34
***,SÃO LUÍS DE MONTES BELOS,1,132.0,1.34
***,SÃO LOURENÇO DA SERRA,1,132.0,1.34
***,SÃO JOÃO DO POLÊSINE,1,132.0,1.34
***,TAMARANA,1,132.0,1.34
***,TAMBAÚ,1,132.0,1.34
***,TAMBORIL DO PIAUÍ,1,132.0,1.34
***,TAPAUÁ,1,132.0,1.34
***,TOLEDO,1,132.0,1.34
***,TIMÓTEO,1,132.0,1.34
***,TIMON,1,132.0,1.34
***,TIJUCAS DO SUL,1,132.0,1.34
***,TESOURO,1,132.0,1.34
***,TERRA SANTA,1,132.0,1.34
***,TERRA BOA,1,132.0,1.34
***,TERESINA DE GOIÁS,1,132.0,1.34
***,TEIXEIRA DE FREITAS,1,132.0,1.34
***,TATUÍ,1,132.0,1.34
***,TASSO FRAGOSO,1,132.0,1.34
***,TARUMIRIM,1,132.0,1.34
***,TAQUARUSSU,1,132.0,1.34
***,TAQUARAÇU DE MINAS,1,132.0,1.34
***,TAPIRAMUTÁ,1,132.0,1.34
***,TAPIRA,1,132.0,1.34
***,TAPERA,1,132.0,1.34
***,RESERVA DO CABAÇAL,1,132.0,1.34
***,RESENDE,1,132.0,1.34
***,JOÃO PINHEIRO,1,132.0,1.34
***,MONTES CLAROS DE GOIÁS,1,132.0,1.34
***,MUITOS CAPÕES,1,132.0,1.34
***,MUCUGÊ,1,132.0,1.34
***,MUANÁ,1,132.0,1.34
***,MOSSÂMEDES,1,132.0,1.34
***,MORTUGABA,1,132.0,1.34
***,MORRO AGUDO,1,132.0,1.34
***,MORPARÁ,1,132.0,1.34
***,MONTIVIDIU,1,132.0,1.34
***,MONTE SANTO,1,132.0,1.34
***,NATAL,1,132.0,1.34
***,MONTE DO CARMO,1,132.0,1.34
***,MONTE CARMELO,1,132.0,1.34
***,MONTE ALEGRE DO PIAUÍ,1,132.0,1.34
***,MOGI MIRIM,1,132.0,1.34
***,MIRASSOL D'OESTE,1,132.0,1.34
***,MIRANORTE,1,132.0,1.34
***,MIRADOR,1,132.0,1.34
***,MINEIROS,1,132.0,1.34
***,NANUQUE,1,132.0,1.34
***,NAZARÉ PAULISTA,1,132.0,1.34
***,RECURSOLÂNDIA,1,132.0,1.34
***,NOVA FRIBURGO,1,132.0,1.34
***,NOVA RAMADA,1,132.0,1.34
***,NOVA PRATA,1,132.0,1.34
***,NOVA PONTE,1,132.0,1.34
***,NOVA OLINDA DO NORTE,1,132.0,1.34
***,NOVA MARINGÁ,1,132.0,1.34
***,NOVA MAMORÉ,1,132.0,1.34
***,NOVA INDEPENDÊNCIA,1,132.0,1.34
***,NOVA GRANADA,1,132.0,1.34
***,NOVA ERECHIM,1,132.0,1.34
***,NIQUELÂNDIA,1,132.0,1.34
***,NOVA CRIXÁS,1,132.0,1.34
***,NOVA CANTU,1,132.0,1.34
***,NOVA BRASILÂNDIA,1,132.0,1.34
***,NOVA BELÉM,1,132.0,1.34
***,NOSSA SENHORA DO LIVRAMENTO,1,132.0,1.34
***,NORMANDIA,1,132.0,1.34
***,NONOAI,1,132.0,1.34
***,NOBRES,1,132.0,1.34
***,MINAS NOVAS,1,132.0,1.34
***,MESÓPOLIS,1,132.0,1.34
***,MAUÁ DA SERRA,1,132.0,1.34
***,LAVRAS,1,132.0,1.34
***,MACATUBA,1,132.0,1.34
***,MACARANI,1,132.0,1.34
***,LUIZIÂNIA,1,132.0,1.34
***,LONTRAS,1,132.0,1.34
***,LOBATO,1,132.0,1.34
***,LIMEIRA DO OESTE,1,132.0,1.34
***,LEOPOLDO DE BULHÕES,1,132.0,1.34
***,LAVÍNIA,1,132.0,1.34
***,LAJEADO NOVO,1,132.0,1.34
***,MATÃO,1,132.0,1.34
***,LAJEADO GRANDE,1,132.0,1.34
***,LAJEADO,1,132.0,1.34
***,LAGUNA,1,132.0,1.34
***,LAGOA FORMOSA,1,132.0,1.34
***,JUÍNA,1,132.0,1.34
***,JUSSARA,1,132.0,1.34
***,JUSCIMEIRA,1,132.0,1.34
***,JURUÁ,1,132.0,1.34
***,MANACAPURU,1,132.0,1.34
***,MANAQUIRI,1,132.0,1.34
***,MANHUAÇU,1,132.0,1.34
***,MANOEL RIBAS,1,132.0,1.34
***,MATRIZ DE CAMARAGIBE,1,132.0,1.34
***,MATO RICO,1,132.0,1.34
***,MATINHOS,1,132.0,1.34
***,MATINHA,1,132.0,1.34
***,MATEIROS,1,132.0,1.34
***,MATA,1,132.0,1.34
***,MASSARANDUBA,1,132.0,1.34
***,MARIÁPOLIS,1,132.0,1.34
***,MARIALVA,1,132.0,1.34
***,MARIA HELENA,1,132.0,1.34
***,MARECHAL THAUMATURGO,1,132.0,1.34
***,MARANGUAPE,1,132.0,1.34
***,MARAGOGI,1,132.0,1.34
***,MARABÁ PAULISTA,1,132.0,1.34
***,MARABÁ,1,132.0,1.34
***,MARA ROSA,1,132.0,1.34
***,MANTENA,1,132.0,1.34
***,NOVA ROSALÂNDIA,1,132.0,1.34
***,NOVA XAVANTINA,1,132.0,1.34
***,NOVO GAMA,1,132.0,1.34
***,PLACAS,1,132.0,1.34
***,PORTO ALEGRE DO NORTE,1,132.0,1.34
***,PORECATU,1,132.0,1.34
***,PONTE ALTA DO TOCANTINS,1,132.0,1.34
***,PONTA DE PEDRAS,1,132.0,1.34
***,POMPÉU,1,132.0,1.34
***,POLONI,1,132.0,1.34
***,PLANURA,1,132.0,1.34
***,PLANALTO DA SERRA,1,132.0,1.34
